pano,onscode,panamelong,region,con15,lab15,ld15,ukip15,grn15,pc15,snp15,total15,elec15,leave16sh,con17,lab17,ld17,ukip17,grn17,pc17,snp17,total17,elec17,c11degree,c11noqual,c11age1824,c11age65p,c11pubsect,c11beu,unemp15,unemp17
345,"S14000041","Kirkcaldy & Cowdenbeath","Scotland",5223,17654,1150,1237,,,27628,52892,75941,41.7,10762,17016,1118,540,0,0,16757,46193,72721,21.390671,29.691339,7.7496672,18.726473,30.58248,2.5660331,2331,2130
346,"E14000775","Knowsley","North West",3367,39628,1490,4973,1270,,,50728,79108,52.4,5137,47351,1189,1285,521,0,0,55483,81760,14.3,36.400002,9.6999998,15.8,30.7,.60000002,2594,2575
348,"S14000042","Lanark & Hamilton East","Scotland",8772,16876,1203,1431,,,26976,55258,79962,35.5,16178,16084,1214,550,0,0,16444,50470,77313,23.641245,29.976358,8.0379028,18.61598,30.862861,1.0224278,1818,1545
349,"E14001033","Lancashire West","North West",16114,24474,1298,6058,1582,,,49676,70906,54.9,20341,32030,1069,0,680,0,0,54389,73257,25.200001,23.4,10.2,18.5,31,2,1072,1235
350,"E14000776","Lancaster & Fleetwood","North West",16378,17643,1390,4060,2093,,,41738,61922,50.9,18681,25342,1170,0,796,0,0,45989,67154,26.5,21.1,18.700001,17.200001,37.9,2.8,955,1165
351,"E14000777","Leeds Central","Yorkshire and the Humber",7791,24758,1529,7082,3558,,,45048,81799,47.4,9755,33453,1063,2056,1189,0,0,47673,89537,21.9,25.6,23.4,9,24.5,5.0999999,4910,3850
352,"E14000778","Leeds East","Yorkshire and the Humber",7997,20530,1296,7256,1117,,,38196,64754,60.9,12676,25428,739,1742,434,0,0,41441,65950,16.200001,33.200001,9.1000004,14.5,28.9,2.9000001,2921,2265
353,"E14000779","Leeds North East","Yorkshire and the Humber",15887,23137,2569,3706,2541,,,48291,69097,37.3,16445,33436,1952,0,680,0,0,52999,70112,40.700001,18,8.1000004,15.2,37.4,3.0999999,1590,1320
354,"E14000780","Leeds North West","Yorkshire and the Humber",8083,13041,15948,2997,3042,,,43357,61974,35.4,9097,20416,16192,0,582,0,0,46287,68152,33.299999,14.1,25.5,14.9,31.7,2,969,725
355,"E14000781","Leeds West","Yorkshire and the Humber",7729,18456,1495,7104,3217,,,38423,64950,55.0,11048,27013,905,1815,1023,0,0,42229,67955,22,27.299999,12.8,12.9,26.8,3.3,2611,2130
356,"E14000782","Leicester East","East Midlands",11034,29386,1233,4290,1468,,,48068,75430,53.2,12688,35116,1343,0,1070,0,0,52424,77788,18.299999,32.299999,9.6000004,13,25.3,3.2,1756,1045
357,"E14000783","Leicester South","East Midlands",9628,27473,2127,3832,2533,,,45942,73518,42.6,10896,37157,1287,0,1177,0,0,50517,75534,24.799999,24.6,19.799999,10.3,31.6,4.6999998,2339,1505
358,"E14000784","Leicester West","East Midlands",8848,16051,1507,5950,1878,,,34522,63204,51.7,11763,22823,792,1406,607,0,0,37512,64843,19.9,29.299999,13,10.6,27.5,6.6999998,2628,1485
359,"E14000858","Leicestershire North West","East Midlands",25505,14132,2033,8704,1174,,,51548,72193,60.7,31153,17867,3420,0,1101,0,0,53541,75362,24.299999,26,7.1999998,17.299999,23.9,1.7,802,505
360,"E14000940","Leicestershire South","East Midlands",28700,11876,3987,9363,,,,53926,76851,58.2,34795,16164,2403,2235,1092,0,0,56689,78985,25.700001,21,7.6999998,16.9,26.9,1.5,588,445
361,"E14000785","Leigh","North West",10216,24312,1150,8903,,,,45123,75905,63.5,16793,26347,951,2783,0,0,0,46874,76202,20.200001,25.799999,8.3000002,15.6,27.3,1.3,1619,1850
362,"E14000786","Lewes","South East",19206,5000,18123,5427,2784,,,50540,69481,47.0,26820,6060,21312,0,0,0,0,54192,70941,31.4,20.9,6.5999999,24.200001,32.1,2.3,685,650
363,"E14000789","Lewisham Deptford","London",7056,28572,2497,2013,5932,,,47426,73428,24.7,7562,42461,2911,0,1640,0,0,55112,78468,41.599998,15.3,12.2,7.3000002,28.7,8.8999996,2388,2215
364,"E14000787","Lewisham East","London",9574,23907,2455,3886,2429,,,42923,66913,35.4,10859,32072,2086,798,803,0,0,47201,68124,34.299999,20.1,8.5,11.2,31.9,6.3000002,2000,1805
365,"E14000788","Lewisham West & Penge","London",11633,24347,3709,3764,4077,,,48125,72290,34.5,12249,35411,3317,700,1144,0,0,53196,72899,37.400002,17.5,7.9000001,10.2,31.4,6.6999998,2027,1875
366,"E14000790","Leyton & Wanstead","London",8939,23856,2304,2341,2974,,,40703,64580,35.0,9627,32234,2961,0,1351,0,0,46173,65149,36.299999,17.5,10.9,9.5,28.2,13.3,1678,1510
367,"E14000791","Lichfield","West Midlands",28389,10200,2700,8082,1976,,,51467,74234,57.6,34018,15437,2653,0,1416,0,0,53524,74430,29.299999,22,6.5999999,20.1,28.1,1.4,421,440
368,"E14000792","Lincoln","East Midlands",19976,18533,1992,5721,,,,46852,74121,57.3,21795,23333,1284,1287,583,0,0,48718,73111,21.9,21.5,15.8,14.9,32.6,5.1999998,1962,1710
369,"S14000043","Linlithgow & Falkirk East","Scotland",7384,19121,1252,1682,,,32055,61597,86955,41.6,16311,17469,1926,0,0,0,20388,56094,86186,21.455711,27.27503,8.2424088,16.186438,26.145206,2.3140025,1881,1630
370,"E14000793","Liverpool Riverside","North West",4245,29835,1719,2510,5372,,,44263,70829,26.9,4652,40599,1187,0,1582,0,0,48020,76332,29.700001,21.4,27.4,10.1,34.2,3.4000001,2924,2670
371,"E14000794","Liverpool Walton","North West",1802,31222,899,3445,956,,,38403,61908,53.8,3624,36175,638,0,523,0,0,42197,62738,13.3,36.5,10.2,14.6,32.6,1.4,2815,2785
372,"E14000795","Liverpool Wavertree","North West",4098,28401,2454,3375,2140,,,40974,61549,35.8,5251,34717,2858,0,598,0,0,43640,62411,26.6,25.5,13.8,13.8,36.8,2.9000001,2633,2365
373,"E14000796","Liverpool West Derby","North West",2710,30842,959,3475,996,,,41031,63651,50.3,4463,37371,545,0,329,0,0,45163,65164,17.200001,32.799999,9.3999996,15,34.9,1.6,2628,2175
374,"S14000044","Livingston","Scotland",5929,15893,1232,1757,,,32736,57547,82373,43.8,12799,17158,1512,0,0,0,21036,52505,81208,19.945065,26.522461,8.544776,13.425555,25.155929,3.1752822,1439,1370
375,"W07000045","Llanelli","Wales",5534,15948,751,6269,689,8853,,38574,59314,55.5,9544,21568,548,1331,0,7351,0,40342,59434,21,28.200001,8.3000002,19.4,35.7,2.5999999,1176,1130
377,"E14000797","Loughborough","East Midlands",25762,16579,2130,5704,1845,,,52020,75217,49.7,27022,22753,1937,1465,971,0,0,54148,79607,27.6,18.799999,17.9,14.8,29.7,2.9000001,697,645
378,"E14000798","Louth & Horncastle","East Midlands",25755,9077,2255,10778,1549,,,50336,74870,69.4,33733,14092,1990,2460,0,0,0,52771,79007,19.799999,30.6,6.6999998,26.4,31.4,1.3,1118,995
379,"E14000799","Ludlow","West Midlands",26093,5902,6469,7164,2435,,,48063,66374,58.6,31433,12147,5336,0,1054,0,0,49970,68034,28.4,23.6,6.4000001,23.9,25.6,1.4,474,500
380,"E14000800","Luton North","Eastern",12739,22243,1299,5318,972,,,42571,67329,58.2,15401,29765,808,0,648,0,0,46622,66811,21.799999,24.4,8.6000004,13.8,28.3,4.3000002,1251,1070
381,"E14000801","Luton South","Eastern",12949,18660,3183,5129,1237,,,42216,67741,55.4,14879,28804,1056,795,439,0,0,46133,67188,22.799999,22.9,12.6,10.4,22.5,8.6999998,1847,1680
382,"E14000802","Macclesfield","North West",26063,11252,3842,6037,2404,,,49598,71712,48.2,28595,19987,3350,0,1213,0,0,54307,75228,35,18.200001,6.5999999,19.799999,26.2,1.6,758,735
383,"E14000803","Maidenhead","South East",35453,6394,5337,4539,1915,,,53855,74187,45.4,37718,11261,6540,871,907,0,0,58239,76076,39.5,15.2,6.3000002,17.299999,21.4,4.3000002,548,540
384,"E14000804","Maidstone & The Weald","South East",22745,5268,12036,7930,1396,,,50010,73181,55.9,29156,11433,8455,1613,888,0,0,51717,75334,27.200001,19.299999,7.9000001,17,29.8,4,857,865
385,"E14000805","Makerfield","North West",8752,23208,1639,10053,1136,,,44788,74320,65.0,14703,28245,1322,0,0,0,0,46933,74259,19.4,26.5,8.1999998,16.5,27.8,.89999998,1403,1355
386,"E14000806","Maldon","Eastern",29112,5690,2157,7042,1504,,,48045,69066,61.3,34111,10681,2181,1899,1073,0,0,50202,71470,24.200001,22.1,7.0999999,19,24.2,1.2,626,530
387,"E14000807","Manchester Central","North West",6133,27772,1867,5033,3838,,,45331,86078,36.7,7045,38490,1678,1469,846,0,0,49720,90261,29.700001,21.4,24.5,7.5999999,26.4,5.4000001,3142,3020
388,"E14000808","Manchester Gorton","North West",4063,28187,1782,3434,4108,,,42019,72992,37.9,3355,35085,2597,952,1038,0,0,45953,75362,26,22,20.299999,8.3000002,29.3,4.5999999,2454,2365
389,"E14000809","Manchester Withington","North West",4872,26843,11970,2172,4048,,,49966,74102,26.3,5530,38424,8549,0,865,0,0,53602,74654,45.099998,14.7,18,9.8999996,35.8,3.4000001,1328,1180
390,"E14000810","Mansfield","East Midlands",13288,18603,1642,11850,1486,,,47193,77534,70.9,23392,22335,697,2654,0,0,0,50157,77811,16.4,30.4,8.6000004,17.200001,28.6,3.5,1738,1390
391,"E14000811","Meon Valley","South East",31578,5656,4987,7665,1831,,,51717,72738,52.9,35624,9932,5900,1435,1301,0,0,54192,74246,31.799999,17.799999,6.9000001,20.1,28.8,1.7,448,410
392,"E14000812","Meriden","West Midlands",28791,9996,2638,8908,2170,,,52603,81928,58.8,33873,14675,2663,2016,1416,0,0,54643,81443,26.200001,24.799999,8.3000002,17.700001,25.7,1.1,1685,1730
393,"W07000071","Merthyr Tydfil & Rhymney","Wales",3292,17619,1351,6106,603,3099,,32715,61716,58.4,6073,22407,841,1484,0,2740,0,33545,55463,16.4,35.700001,9.1000004,16.700001,32.5,2.3,1744,1585
394,"E14000819","Middlesbrough","North East",5388,18584,1220,6107,1407,,,32706,61873,66.1,9531,23404,368,1452,250,0,0,35637,61059,16.9,31.700001,13.3,13.9,31.2,2.0999999,3260,3490
395,"E14000820","Middlesbrough South & Cleveland East","North East",16925,19193,1564,6935,1060,,,45677,71154,65.0,23643,22623,1354,0,0,0,0,47620,72336,22.4,26.299999,8.1000004,18.6,33.7,.80000001,1826,1780
396,"S14000045","Midlothian","Scotland",5760,14594,1132,1173,1219,,24453,48331,67875,37.9,11521,16458,1721,0,0,0,15573,45273,68328,21.05084,28.571852,8.1803646,17.484703,31.809248,1.593999,1046,1030
397,"E14000821","Milton Keynes North","South East",27244,17491,3575,6852,2255,,,57692,86826,49.8,30367,28392,2499,1390,1107,0,0,63924,89207,29.5,16.9,7.9000001,11.2,24,5.3000002,1476,1405
398,"E14000822","Milton Keynes South","South East",27601,18929,2309,7803,1936,,,58949,89656,53.0,30652,28927,1895,1833,1179,0,0,64486,92417,27,19.1,7.5,10.8,24.7,4.1999998,1524,1370
399,"E14000823","Mitcham & Morden","London",10458,27380,1378,4287,1422,,,45142,68474,44.7,11664,33039,1494,1054,644,0,0,48118,68705,28.200001,20.1,9.5,10.8,27.5,10.3,1696,1785
400,"E14000824","Mole Valley","South East",33434,4565,7981,6181,2979,,,55140,74038,47.6,35092,7864,10955,1352,1463,0,0,56726,74545,38.5,15.6,6,20.6,24.6,2.9000001,337,335
401,"W07000054","Monmouth","Wales",23701,12719,2496,4942,1629,1875,,47462,62248,47.8,26411,18205,2064,762,954,1338,0,49734,64909,33.900002,21,6.6999998,22.200001,32.2,1.5,744,610
402,"W07000063","Montgomeryshire","Wales",15204,1900,9879,3769,1260,1745,,33757,48690,56.0,18075,5542,8790,0,524,1960,0,34891,50755,24.700001,25.200001,7.1999998,21.4,25.8,1.9,557,410
403,"S14000046","Moray","Scotland",15319,4898,1395,1939,1345,,24384,49280,71685,49.9,22637,5208,1078,0,0,0,18478,47605,70649,22.705276,26.678995,7.6735086,19.141434,32.540287,2.8961895,932,1275
404,"E14000825","Morecambe & Lunesdale","North West",19691,15101,1612,5358,1395,,,43242,66985,58.9,21773,20374,1699,1333,478,0,0,45657,66818,23.6,24.5,7.4000001,21.4,32.4,2.5,1335,1785
405,"E14000826","Morley & Outwood","Yorkshire and the Humber",18776,18354,1426,7951,1264,,,48250,75820,59.8,26550,24446,1361,0,0,0,0,52357,76495,22.9,24.200001,7.4000001,15.3,26.5,1.4,1065,840
406,"S14000047","Motherwell & Wishaw","Scotland",3695,15377,601,1289,,,27275,48237,70283,37.0,8490,15832,920,534,0,0,16150,41926,68215,17.450706,33.233765,8.993576,16.061045,30.551204,1.6684964,2323,1995
407,"S14000027","Na H-Eileanan An Iar (Western Isles)","Scotland",1215,4560,456,,,,8662,15938,21769,43.9,2441,5006,250,0,0,0,6013,14818,21301,26.414848,30.022602,6.3682995,22.28363,35.538427,1.0981072,384,340
408,"W07000069","Neath","Wales",5691,16270,1173,6094,1185,6722,,37135,56097,54.2,9082,21713,732,1419,0,5339,0,38285,55862,20.700001,29.1,7.9000001,18.9,35.9,.69999999,1155,1095
409,"E14000827","New Forest East","South East",27819,6018,4626,8657,2327,,,49447,72697,59.5,32162,10167,7786,0,1251,0,0,51366,72602,25.799999,20.200001,7.3000002,21,28,1.9,491,360
410,"E14000828","New Forest West","South East",28420,5133,3293,7816,2748,,,47410,68446,55.9,33170,9739,4781,0,1454,0,0,49627,68786,28.799999,22.1,5.9000001,29.5,27.5,2.2,378,345
411,"E14000829","Newark","East Midlands",29834,11360,2385,6294,1792,,,52302,73747,55.8,34493,16344,2786,1419,0,0,0,55042,75510,28,22.200001,7.0999999,19.299999,28.6,2.9000001,817,735
412,"E14000830","Newbury","South East",34973,4837,8605,6195,2324,,,57300,79512,47.5,37399,8596,13019,0,1531,0,0,60849,82924,32.5,17.4,6.9000001,15.2,22.7,3.0999999,495,440
413,"E14000834","Newcastle-under-Lyme","West Midlands",15870,16520,1826,7252,1246,,,42997,67619,61.7,21094,21124,1624,0,0,0,0,43842,65596,22.700001,26.4,12.6,17.700001,30.2,1.5,834,825
414,"E14000831","Newcastle Upon Tyne Central","North East",6628,19301,2218,5214,1724,,,35085,58147,48.4,9134,24071,1812,1482,595,0,0,37094,55368,26.6,26.6,15.2,12.2,32.6,3.7,2574,2550
415,"E14000832","Newcastle Upon Tyne East","North East",6884,19378,4332,4910,3426,,,39222,64243,41.1,8866,28127,2574,1315,755,0,0,41637,61989,28.1,19.700001,28.799999,11.4,34.1,2.9000001,1652,2005
416,"E14000833","Newcastle Upon Tyne North","North East",10536,20689,4366,7447,1515,,,44891,67902,57.1,16380,26729,2533,1780,513,0,0,48288,66073,26.6,25.1,8.3999996,18.1,33.7,1.4,1210,1550
417,"W07000055","Newport East","Wales",9585,14290,2251,6466,887,1231,,35108,56015,60.3,12801,20804,966,1180,0,881,0,36820,57233,20.5,28,10,15.8,26.6,2.0999999,1774,1430
418,"W07000056","Newport West","Wales",13123,16633,1581,6134,1272,1604,,40347,62137,53.0,17065,22723,976,1100,497,1077,0,43438,64399,26.5,24.9,9.1999998,17,32.3,2.2,2060,1615
420,"E14000835","Newton Abbot","South West",22794,4736,11560,6726,2216,,,48253,69928,56.1,28635,11475,10601,0,926,0,0,51637,71714,25.5,22.5,7.3000002,23.4,31.1,1.6,598,595
421,"E14000816","Norfolk Mid","Eastern",27206,9585,3300,9930,2191,,,52212,77154,60.6,32828,16742,2848,2092,1158,0,0,55668,80027,21.299999,26.299999,7.1999998,22.200001,29.3,2.8,741,670
422,"E14000848","Norfolk North","Eastern",15256,5043,19299,8328,1488,,,49414,68867,58.3,21748,5180,25260,0,0,0,0,52188,69271,22.6,27.299999,6.3000002,29.4,27.3,1.7,639,520
423,"E14000859","Norfolk North West","Eastern",24727,10779,1673,8412,1780,,,47371,74402,66.1,29408,15620,1393,1539,851,0,0,48811,72062,19.5,29.200001,7.4000001,23.4,29.1,5,955,635
424,"E14000941","Norfolk South","Eastern",30995,10502,4689,7847,3090,,,57123,80721,51.1,35580,18902,5074,0,1555,0,0,61111,83055,27.5,22.200001,6.4000001,21.4,26.8,1.8,617,530
425,"E14000952","Norfolk South West","Eastern",25515,8649,2217,11654,2075,,,50110,76970,66.3,32894,14582,2365,2575,0,0,0,52416,77874,17.700001,29.1,7.9000001,20.9,24.5,4.9000001,773,710
426,"E14000836","Normanton, Pontefract & Castleford","Yorkshire and the Humber",9569,25213,1330,9785,,,,45897,82592,69.3,14769,29268,693,3030,0,0,0,49191,81641,15,34,8.8000002,16.700001,27.4,1.9,1931,1560
427,"E14000861","Northampton North","East Midlands",16699,13454,1401,6354,1503,,,39411,59144,60.7,19065,18258,1015,1404,636,0,0,40378,58861,21.5,24.700001,10.6,15.2,27.6,5.1999998,1278,1105
428,"E14000862","Northampton South","East Midlands",16163,12370,1673,7114,1403,,,38884,61287,59.6,19231,18072,1405,1630,696,0,0,41034,61766,22.799999,23.5,10.2,12.5,25.1,7.6999998,1766,1415
429,"E14000942","Northamptonshire South","East Midlands",36607,10191,3613,8204,2247,,,60862,85781,52.7,40599,17759,3623,1363,1357,0,0,64998,85759,31.799999,16.1,6.4000001,14.6,25.4,2.0999999,519,430
430,"E14000863","Norwich North","Eastern",19052,14589,1894,5986,1939,,,43592,64515,57.3,21900,21393,1480,0,782,0,0,45895,66924,19.799999,26.299999,8.5,19.1,25.8,3.2,1124,865
431,"E14000864","Norwich South","Eastern",11379,19033,6607,4539,6749,,,48463,74875,40.4,15715,31311,2841,0,1492,0,0,51359,74182,30.700001,20.799999,17.1,15.5,32.1,4.1999998,1419,1180
432,"E14000865","Nottingham East","East Midlands",7314,19208,1475,3501,3473,,,35209,60464,42.9,8512,28102,1003,817,698,0,0,39327,61760,26,22.6,19.200001,9.6000004,30.2,6.8000002,3490,2925
433,"E14000866","Nottingham North","East Midlands",7423,19283,847,6542,1088,,,35343,65918,63.8,11907,23067,674,2133,538,0,0,38319,66886,13.3,35.799999,9.8999996,13.5,29.2,3,3243,2690
434,"E14000867","Nottingham South","East Midlands",13761,20697,1532,4900,2345,,,43465,68987,46.5,14851,30013,1564,1103,598,0,0,48129,71182,25.299999,20,28.4,11.9,30.2,4.6999998,2103,1780
435,"E14000868","Nuneaton","West Midlands",20827,15945,816,6582,1281,,,45749,68037,64.8,23755,19016,914,1619,763,0,0,46067,69201,19.4,27,8.5,15.6,27.2,1.9,1225,1150
436,"S14000050","Ochil & South Perthshire","Scotland",11987,16452,1481,1331,,,26620,57871,77370,39.3,22469,10847,1742,0,0,0,19110,54168,76767,27.700153,24.60018,7.1270795,18.768408,29.857512,2.158123,1324,1190
437,"W07000074","Ogmore","Wales",5620,18663,1072,5420,754,3556,,35250,55572,59.8,9354,23225,594,1235,0,2796,0,37204,57125,18,33.299999,8.1999998,16.1,31.2,.80000001,1195,1165
438,"E14000869","Old Bexley & Sidcup","London",24682,8879,1644,8528,1336,,,46748,66035,63.2,29545,14079,1572,1619,820,0,0,48042,66005,22.6,22,9,18.700001,27.8,2.0999999,555,505
439,"E14000870","Oldham East & Saddleworth","North West",11527,17529,5718,8557,1152,,,44483,71475,59.9,17447,25629,1683,2278,0,0,0,47037,72184,21.6,27.5,8.8000002,14.6,29.2,1.4,2020,1905
440,"E14000871","Oldham West & Royton","North West",8187,23630,1589,8892,839,,,43137,71652,61.3,12648,29846,956,1899,439,0,0,45788,72401,16.4,31.799999,9.5,14,27.2,1.5,2283,2035
441,"S14000051","Orkney & Shetland","Scotland",2025,1624,9407,1082,,,8590,22728,34552,40.3,2024,2664,11312,283,0,0,6749,23277,34164,26.58777,25.912298,7.6219788,18.665199,30.35832,1.8959476,200,290
442,"E14000872","Orpington","London",28152,7645,3330,8173,1732,,,49032,68129,57.5,31762,12301,3315,2023,1060,0,0,50461,67902,28.4,20,7.0999999,19.5,28,2.2,579,525
443,"E14000873","Oxford East","South East",10076,25356,5453,3451,5890,,,50689,78978,32.3,11834,35118,4904,0,1785,0,0,53896,78350,37.700001,15.4,21.6,10.5,40.5,8,923,935
444,"E14000874","Oxford West & Abingdon","South East",26153,7274,16571,3963,2497,,,57247,76174,38.2,25440,7573,26256,751,0,0,0,60020,75574,43.400002,14.4,9.6999998,16.700001,36.6,5.8000002,402,460
445,"S14000052","Paisley & Renfrewshire North","Scotland",6183,16525,1055,,703,,25601,50462,66206,36.1,12842,14842,1476,0,0,0,17455,46615,67436,23.598593,26.961143,8.4402819,17.353924,31.271461,1.0913281,1339,1165
446,"S14000053","Paisley & Renfrewshire South","Scotland",3526,17864,1010,,,,23548,46226,61281,34.2,8122,14423,1327,0,0,0,16964,41712,61344,22.513935,29.243311,9.3689232,17.290953,32.690042,1.8416057,2004,1875
447,"E14000875","Pendle","North West",20978,15525,1487,5415,1043,,,44448,64573,63.2,21986,20707,941,0,502,0,0,44854,64962,20.200001,28.200001,8.8000002,16.1,26.1,2.3,1046,1145
448,"E14000876","Penistone & Stocksbridge","Yorkshire and the Humber",12968,19691,2957,10738,,,,46854,70817,61.3,21485,22807,2042,3453,0,0,0,49787,71293,24.5,24.9,6.6999998,20,31.5,.80000001,910,795
449,"E14000877","Penrith & The Border","North West",26202,6308,3745,5353,2313,,,43921,65209,55.4,28078,12168,3641,1142,1029,0,0,46470,65139,26.9,23,6.6999998,21.700001,25.3,1.5,360,425
450,"S14000054","Perth & Perthshire North","Scotland",17738,4413,2059,1110,1146,,27379,54200,72459,40.2,21783,5349,2589,0,0,0,21804,51525,71762,28.686874,24.83543,7.8440413,20.67425,28.10148,3.9338048,953,960
451,"E14000878","Peterborough","Eastern",18684,16759,1774,7485,1218,,,47075,72530,61.3,22343,22950,1597,0,848,0,0,47738,71522,17.700001,27.799999,9.5,13.9,23.6,11.9,1929,1280
452,"E14000879","Plymouth Moor View","South West",16020,14994,1265,9152,1023,,,42606,68246,66.4,23567,18548,917,1849,536,0,0,45417,69342,15.7,28.700001,8.6999998,17.9,34.5,1.9,1136,1150
453,"E14000880","Plymouth Sutton & Devonport","South West",18120,17597,2008,6731,3401,,,47963,73274,54.4,20476,27283,1244,1364,604,0,0,51208,76584,24.6,18.5,19.4,12.5,34.9,4.6999998,2132,2375
454,"W07000075","Pontypridd","Wales",6569,15554,4904,5085,992,4348,,37882,58940,45.8,10655,22103,1963,1071,0,4102,0,39894,60564,25.799999,25.200001,10.6,16.1,34.3,1.1,1030,895
455,"E14000881","Poole","South West",23745,6102,5572,7956,2198,,,47393,72557,56.9,28888,14679,4433,0,1299,0,0,49850,73796,26.299999,22,7.4000001,21,27.3,3.5,753,795
456,"E14000882","Poplar & Limehouse","London",12962,29886,2149,3128,2463,,,51044,82081,34.2,11846,39558,3959,849,989,0,0,58814,87331,42.5,19.1,13,5.5,18.8,9.3000002,2706,2360
457,"E14000883","Portsmouth North","South East",21343,10806,2828,8660,1450,,,45390,73105,63.7,25860,15895,2608,1926,791,0,0,47210,71374,20.700001,23.9,8.8000002,14.8,31.6,2.5,1064,885
458,"E14000884","Portsmouth South","South East",14585,8184,9344,5595,3145,,,41903,71639,51.8,16736,18290,7699,1129,712,0,0,44566,69785,26.200001,18.799999,21.5,12.1,33,5.0999999,1710,1475
459,"W07000065","Preseli Pembrokeshire","Wales",16383,11414,780,4257,1452,2518,,40556,57291,55.8,18302,17988,1106,850,0,2711,0,42197,58554,25.4,24,7.9000001,21.4,31.3,1.6,1178,1030
460,"E14000885","Preston","North West",6688,18755,1244,5139,1643,,,33469,59981,56.9,8487,24210,1204,1348,348,0,0,35597,57791,19.299999,26.700001,17.1,11.3,28.1,4.4000001,1836,1900
461,"E14000886","Pudsey","Yorkshire and the Humber",23637,19136,1926,4689,1539,,,50927,70533,48.4,25550,25219,1761,0,0,0,0,53959,72622,32.400002,19.4,7.4000001,17,30.2,1.3,802,720
462,"E14000887","Putney","London",23018,12838,2717,1989,2067,,,42813,63923,26.9,20679,19125,5448,477,1107,0,0,46894,65031,51.599998,11.9,10,10.1,22.8,10.3,967,935
463,"E14000888","Rayleigh & Wickford","Eastern",29088,6705,1622,11858,1529,,,53220,77174,67.9,36914,13464,1557,2326,1062,0,0,55323,78556,19.9,23.5,7,19.700001,24.3,.89999998,607,500
464,"E14000889","Reading East","South East",23217,16697,3719,3647,3214,,,50494,73232,38.2,23344,27093,3378,0,1093,0,0,55238,75537,38.400002,14.2,14.5,11.6,25.7,5.5999999,911,980
465,"E14000890","Reading West","South East",23082,16432,2355,4826,1406,,,48404,72567,52.7,25311,22435,3041,0,979,0,0,51766,74523,27.700001,20.9,7.9000001,13.6,24.8,5,1011,1055
466,"E14000891","Redcar","North East",6630,17946,7558,7516,880,,,40919,64826,67.6,14138,23623,2849,1950,0,0,0,42560,66836,16.799999,29.5,9,19.200001,31.3,.80000001,2357,2445
467,"E14000892","Redditch","West Midlands",20771,13717,1349,7133,960,,,44098,65531,61.4,23652,16289,1173,1371,380,0,0,45203,64413,21.700001,24.6,8.1999998,14.7,24.2,3.5999999,982,995
468,"E14000893","Reigate","South East",29151,6578,5369,6817,3434,,,51349,73429,47.8,30896,13282,5889,1542,2214,0,0,53823,74628,36.099998,16.200001,6.8000002,16.4,27.2,3.3,586,560
469,"S14000021","Renfrewshire East","Scotland",12465,19295,1069,888,,,23013,56730,69982,25.7,21496,14346,1112,0,0,0,16784,53738,70067,35.23867,19.21759,8.1403055,18.458941,34.50474,.89429635,792,720
470,"W07000052","Rhondda","Wales",2116,15976,474,3998,453,8521,,31538,51811,61.2,3333,21096,277,880,0,7350,0,32936,50514,14,37.799999,9.1000004,18.799999,33.6,.60000002,1562,1430
471,"E14000894","Ribble Valley","North West",25404,11798,2756,8250,2193,,,52243,77379,58.7,31919,18720,3247,0,1314,0,0,55200,77968,30,19.4,7.4000001,19,31.3,1.3,497,540
472,"E14000895","Richmond (Yorks)","Yorkshire and the Humber",27744,7124,3465,8194,2313,,,53999,79062,54.7,36458,13350,3360,0,1739,0,0,57013,80905,29.700001,19,9.3000002,19.700001,39.5,2.5999999,572,850
473,"E14000896","Richmond Park","London",34404,7296,11389,2464,3548,,,59101,77303,27.7,28588,5773,28543,426,0,0,0,63330,80025,55.200001,9.6000004,7.3000002,13.4,24.3,8.3999996,804,810
474,"E14000897","Rochdale","North West",7742,20961,4667,8519,1382,,,45430,77248,57.5,14216,29035,4027,1641,0,0,0,50044,78064,19,29.299999,9.3999996,13.2,30.3,2.0999999,2070,2375
475,"E14000898","Rochester & Strood","South East",23142,10396,1251,16009,1516,,,52516,77119,63.7,29232,19382,1189,2893,781,0,0,53769,82702,20.5,22.299999,10.1,14.6,29.5,2.7,1413,1260
476,"E14000899","Rochford & Southend East","Eastern",20241,10765,1459,8948,2195,,,43608,71935,60.5,23013,17465,1265,1777,804,0,0,47248,73501,19.5,26.1,8.6000004,16.6,27.8,3.5999999,1805,1690
477,"E14000900","Romford","London",25067,10268,1413,11208,1222,,,49178,72594,69.3,29671,15893,1215,2350,815,0,0,49944,73493,20.6,24.9,9,16.299999,26.9,2.7,1126,1040
478,"E14000901","Romsey & Southampton North","South East",26285,5749,8573,5511,2280,,,48398,66519,45.8,28668,9614,10622,0,953,0,0,50128,67186,34.099998,16.6,13.1,18,30.6,3.7,418,375
479,"S14000055","Ross, Skye & Lochaber","Scotland",2598,2043,14995,814,1051,,20119,41811,54169,43.4,9561,4695,8042,0,0,0,15480,38454,53638,28.537745,24.870495,6.1985965,20.312799,28.193156,2.5733078,721,625
480,"E14000902","Rossendale & Darwen","North West",22847,17193,806,6862,1046,,,49024,73779,58.6,25499,22283,1550,0,824,0,0,50156,72486,24.9,23.6,8,15.1,31.5,1.2,1219,1285
